Date Time,p (mbar),T (degC),Tpot (K),Tdew (degC),rh (%),VPmax (mbar),VPact (mbar),VPdef (mbar),sh (g/kg),H2OC (mmol/mol),rho (g/m**3)
04.01.2009 22:50:00,985.31,-1.44,272.87,-2.32,93.7,5.5,5.15,0.35,3.26,5.23,1260.72
04.01.2009 23:00:00,985.27,-1.44,272.87,-2.35,93.5,5.49,5.14,0.36,3.25,5.21,1260.69
04.01.2009 23:10:00,985.2,-1.44,272.88,-2.36,93.4,5.5,5.13,0.36,3.25,5.21,1260.59
04.01.2009 23:20:00,985.19,-1.42,272.9,-2.36,93.3,5.5,5.13,0.37,3.25,5.21,1260.5
04.01.2009 23:30:00,985.19,-1.44,272.88,-2.42,93,5.5,5.11,0.38,3.23,5.19,1260.58
04.01.2009 23:40:00,985.18,-1.46,272.87,-2.45,92.9,5.49,5.1,0.39,3.23,5.18,1260.66
04.01.2009 23:50:00,985.12,-1.5,272.83,-2.48,93,5.47,5.09,0.38,3.22,5.16,1260.79
05.01.2009 00:00:00,985.07,-1.47,272.86,-2.45,93,5.48,5.1,0.38,3.23,5.18,1260.58
05.01.2009 00:10:00,985.06,-1.5,272.83,-2.51,92.8,5.47,5.08,0.39,3.21,5.15,1260.74
05.01.2009 00:20:00,985.04,-1.52,272.81,-2.51,92.9,5.46,5.07,0.39,3.21,5.15,1260.79
05.01.2009 00:30:00,984.96,-1.56,272.78,-2.52,93.1,5.45,5.07,0.38,3.21,5.15,1260.85
05.01.2009 00:40:00,984.94,-1.56,272.78,-2.51,93.2,5.45,5.08,0.37,3.21,5.15,1260.86
05.01.2009 00:50:00,984.83,-1.57,272.78,-2.55,93,5.44,5.06,0.38,3.2,5.14,1260.77
05.01.2009 01:00:00,984.74,-1.57,272.79,-2.58,92.8,5.44,5.05,0.39,3.2,5.13,1260.66
05.01.2009 01:10:00,984.65,-1.57,272.79,-2.61,92.6,5.44,5.04,0.4,3.19,5.12,1260.55
05.01.2009 01:20:00,984.6,-1.58,272.79,-2.65,92.4,5.44,5.02,0.41,3.18,5.1,1260.53
05.01.2009 01:30:00,984.61,-1.57,272.8,-2.65,92.3,5.44,5.02,0.42,3.18,5.1,1260.51
05.01.2009 01:40:00,984.65,-1.6,272.77,-2.69,92.2,5.43,5.01,0.42,3.17,5.09,1260.68
05.01.2009 01:50:00,984.74,-1.63,272.73,-2.71,92.3,5.42,5,0.42,3.17,5.08,1260.94
05.01.2009 02:00:00,984.82,-1.6,272.75,-2.71,92.1,5.43,5,0.43,3.17,5.08,1260.91
05.01.2009 02:10:00,984.9,-1.57,272.77,-2.74,91.7,5.44,4.99,0.45,3.16,5.07,1260.89
05.01.2009 02:20:00,984.99,-1.54,272.8,-2.78,91.2,5.45,4.97,0.48,3.15,5.05,1260.87
05.01.2009 02:30:00,985.06,-1.5,272.83,-2.87,90.3,5.47,4.94,0.53,3.12,5.01,1260.8
05.01.2009 02:40:00,985.11,-1.46,272.87,-3.02,89,5.49,4.88,0.6,3.09,4.96,1260.67
05.01.2009 02:50:00,985.09,-1.44,272.89,-3.22,87.6,5.49,4.81,0.68,3.04,4.89,1260.62
05.01.2009 03:00:00,985.1,-1.5,272.83,-3.34,87.2,5.47,4.77,0.7,3.02,4.84,1260.92
05.01.2009 03:10:00,985.17,-1.53,272.79,-3.42,86.9,5.46,4.74,0.72,3,4.81,1261.17
05.01.2009 03:20:00,985.28,-1.57,272.75,-3.45,86.9,5.44,4.73,0.71,2.99,4.8,1261.49
05.01.2009 03:30:00,985.35,-1.61,272.7,-3.48,87,5.43,4.72,0.71,2.98,4.79,1261.79
05.01.2009 03:40:00,985.47,-1.64,272.66,-3.45,87.4,5.41,4.73,0.68,2.99,4.8,1262.07
05.01.2009 03:50:00,985.5,-1.7,272.6,-3.38,88.2,5.39,4.75,0.64,3.01,4.82,1262.37
05.01.2009 04:00:00,985.47,-1.76,272.54,-3.32,89,5.37,4.78,0.59,3.02,4.85,1262.61
05.01.2009 04:10:00,985.44,-1.77,272.53,-3.22,89.7,5.36,4.81,0.55,3.04,4.88,1262.57
05.01.2009 04:20:00,985.51,-1.8,272.49,-3.25,89.8,5.35,4.8,0.55,3.04,4.87,1262.84
05.01.2009 04:30:00,985.57,-1.81,272.48,-3.28,89.6,5.35,4.79,0.56,3.03,4.86,1262.96
05.01.2009 04:40:00,985.65,-1.77,272.52,-3.32,89.1,5.36,4.78,0.58,3.02,4.85,1262.87
05.01.2009 04:50:00,985.64,-1.77,272.52,-3.39,88.6,5.36,4.75,0.61,3.01,4.82,1262.85
05.01.2009 05:00:00,985.57,-1.77,272.53,-3.45,88.2,5.36,4.73,0.63,2.99,4.8,1262.78
05.01.2009 05:10:00,985.64,-1.77,272.52,-3.46,88.1,5.36,4.73,0.64,2.99,4.8,1262.87
05.01.2009 05:20:00,985.59,-1.76,272.53,-3.48,88,5.37,4.72,0.64,2.99,4.79,1262.8
05.01.2009 05:30:00,985.59,-1.76,272.53,-3.45,88.2,5.37,4.73,0.63,2.99,4.8,1262.79
05.01.2009 05:40:00,985.75,-1.76,272.51,-3.45,88.2,5.37,4.73,0.63,2.99,4.8,1263
05.01.2009 05:50:00,985.89,-1.76,272.5,-3.48,88,5.37,4.72,0.64,2.98,4.79,1263.18
05.01.2009 06:00:00,985.97,-1.76,272.5,-3.48,87.9,5.37,4.72,0.65,2.98,4.79,1263.25
05.01.2009 06:10:00,986.1,-1.7,272.55,-3.44,87.8,5.39,4.73,0.66,2.99,4.8,1263.13
05.01.2009 06:20:00,986.26,-1.7,272.54,-3.47,87.6,5.39,4.72,0.67,2.98,4.79,1263.34
05.01.2009 06:30:00,986.42,-1.71,272.51,-3.55,87.2,5.39,4.7,0.69,2.97,4.76,1263.64
05.01.2009 06:40:00,986.52,-1.79,272.42,-3.63,87.2,5.35,4.67,0.69,2.95,4.73,1264.16
05.01.2009 06:50:00,986.67,-1.92,272.29,-3.69,87.6,5.31,4.65,0.66,2.93,4.71,1264.93
05.01.2009 07:00:00,986.79,-2.08,272.12,-3.82,87.8,5.24,4.6,0.64,2.91,4.66,1265.86
05.01.2009 07:10:00,986.9,-2.18,272.01,-3.94,87.6,5.2,4.56,0.65,2.88,4.62,1266.48
05.01.2009 07:20:00,986.99,-2.26,271.91,-4.03,87.6,5.17,4.53,0.64,2.86,4.59,1267.02
05.01.2009 07:30:00,987.15,-2.31,271.85,-4.06,87.7,5.15,4.52,0.63,2.85,4.58,1267.46
05.01.2009 07:40:00,987.33,-2.36,271.79,-4.13,87.6,5.13,4.5,0.64,2.84,4.55,1267.94
05.01.2009 07:50:00,987.52,-2.59,271.54,-4.32,87.8,5.05,4.43,0.62,2.8,4.49,1269.28
05.01.2009 08:00:00,987.67,-2.72,271.4,-4.37,88.3,5,4.41,0.58,2.78,4.47,1270.09
05.01.2009 08:10:00,987.83,-2.83,271.28,-4.42,88.7,4.96,4.4,0.56,2.77,4.45,1270.83
05.01.2009 08:20:00,987.94,-2.87,271.23,-4.48,88.6,4.94,4.38,0.56,2.76,4.43,1271.17
05.01.2009 08:30:00,988.04,-2.9,271.19,-4.53,88.4,4.93,4.36,0.57,2.75,4.41,1271.43
05.01.2009 08:40:00,988.19,-2.89,271.19,-4.46,88.8,4.94,4.38,0.55,2.76,4.44,1271.56
05.01.2009 08:50:00,988.29,-3.03,271.05,-4.42,90,4.88,4.4,0.49,2.77,4.45,1272.34
05.01.2009 09:00:00,988.42,-3.11,270.95,-4.35,91.1,4.85,4.42,0.43,2.79,4.47,1272.89
05.01.2009 09:10:00,988.59,-3.12,270.93,-4.26,91.8,4.85,4.45,0.4,2.81,4.5,1273.15
05.01.2009 09:20:00,988.71,-3.11,270.93,-4.25,91.8,4.85,4.45,0.4,2.81,4.51,1273.26
05.01.2009 09:30:00,988.83,-3.18,270.85,-4.31,91.8,4.83,4.43,0.4,2.79,4.48,1273.73
05.01.2009 09:40:00,988.97,-3.23,270.79,-4.42,91.4,4.81,4.4,0.41,2.77,4.45,1274.18
05.01.2009 09:50:00,989.06,-3.24,270.77,-4.45,91.3,4.81,4.39,0.42,2.76,4.44,1274.36
05.01.2009 10:00:00,989.23,-3.29,270.71,-4.55,90.9,4.79,4.35,0.44,2.74,4.4,1274.82
05.01.2009 10:10:00,989.38,-3.3,270.69,-4.65,90.3,4.79,4.32,0.46,2.72,4.37,1275.07
05.01.2009 10:20:00,989.53,-3.28,270.7,-4.69,89.9,4.79,4.31,0.48,2.71,4.35,1275.17
05.01.2009 10:30:00,989.68,-3.31,270.65,-4.81,89.3,4.78,4.27,0.51,2.69,4.31,1275.53
05.01.2009 10:40:00,989.76,-3.36,270.59,-4.83,89.5,4.76,4.26,0.5,2.68,4.31,1275.9
05.01.2009 10:50:00,989.87,-3.46,270.48,-4.89,89.8,4.73,4.24,0.48,2.67,4.29,1276.52
05.01.2009 11:00:00,989.97,-3.53,270.41,-5.11,88.7,4.7,4.17,0.53,2.63,4.21,1276.99
05.01.2009 11:10:00,990.08,-3.57,270.36,-5.43,86.8,4.69,4.07,0.62,2.56,4.11,1277.36
05.01.2009 11:20:00,990.2,-3.58,270.34,-5.41,87,4.69,4.08,0.61,2.57,4.12,1277.56
05.01.2009 11:30:00,990.3,-3.62,270.3,-5.35,87.7,4.67,4.1,0.57,2.58,4.14,1277.87
05.01.2009 11:40:00,990.35,-3.63,270.28,-5.38,87.6,4.67,4.09,0.58,2.57,4.13,1278.01
05.01.2009 11:50:00,990.38,-3.63,270.27,-5.47,87,4.67,4.06,0.61,2.55,4.1,1278.07
05.01.2009 12:00:00,990.42,-3.65,270.26,-5.54,86.6,4.66,4.04,0.62,2.54,4.08,1278.21
05.01.2009 12:10:00,990.55,-3.73,270.16,-5.6,86.8,4.63,4.02,0.61,2.53,4.06,1278.79
05.01.2009 12:20:00,990.68,-3.86,270.02,-5.59,87.7,4.59,4.02,0.56,2.53,4.06,1279.58
05.01.2009 12:30:00,990.73,-4.06,269.82,-5.62,88.8,4.52,4.01,0.51,2.52,4.05,1280.57
05.01.2009 12:40:00,990.78,-4.16,269.72,-5.64,89.3,4.49,4.01,0.48,2.52,4.04,1281.1
05.01.2009 12:50:00,990.78,-4.17,269.71,-5.71,88.9,4.48,3.98,0.5,2.51,4.02,1281.16
05.01.2009 13:00:00,990.82,-4.15,269.72,-5.84,87.9,4.49,3.94,0.54,2.48,3.98,1281.16
05.01.2009 13:10:00,990.85,-4.23,269.64,-6.13,86.5,4.46,3.86,0.6,2.43,3.89,1281.61
05.01.2009 13:20:00,990.94,-4.33,269.53,-6.21,86.6,4.43,3.84,0.59,2.41,3.87,1282.2
05.01.2009 13:30:00,990.99,-4.37,269.49,-6.19,87,4.42,3.84,0.57,2.41,3.88,1282.46
05.01.2009 13:40:00,991.03,-4.45,269.4,-6.2,87.5,4.39,3.84,0.55,2.41,3.87,1282.92
05.01.2009 13:50:00,991.07,-4.5,269.35,-6.1,88.5,4.37,3.87,0.5,2.43,3.9,1283.18
05.01.2009 14:00:00,991.08,-4.57,269.28,-6.05,89.3,4.35,3.88,0.47,2.44,3.92,1283.5
05.01.2009 14:10:00,991.17,-4.68,269.17,-6.06,90,4.31,3.88,0.43,2.44,3.92,1284.15
05.01.2009 14:20:00,991.27,-4.77,269.07,-6.2,89.6,4.28,3.84,0.45,2.41,3.87,1284.73
05.01.2009 14:30:00,991.4,-4.81,269.02,-6.25,89.5,4.27,3.82,0.45,2.4,3.86,1285.09
05.01.2009 14:40:00,991.47,-4.95,268.87,-6.32,90,4.22,3.8,0.42,2.39,3.83,1285.88
05.01.2009 14:50:00,991.64,-5.08,268.72,-6.48,89.8,4.18,3.76,0.43,2.36,3.79,1286.76
05.01.2009 15:00:00,991.8,-5.14,268.66,-6.54,89.8,4.16,3.74,0.42,2.35,3.77,1287.24
05.01.2009 15:10:00,991.91,-5.26,268.52,-6.67,89.7,4.13,3.7,0.42,2.32,3.73,1288
05.01.2009 15:20:00,991.99,-5.41,268.37,-6.89,89.2,4.08,3.64,0.44,2.28,3.67,1288.85
05.01.2009 15:30:00,992.09,-5.49,268.28,-7.03,88.8,4.05,3.6,0.45,2.26,3.63,1289.38
05.01.2009 15:40:00,992.28,-5.54,268.21,-7.05,89,4.04,3.59,0.44,2.26,3.62,1289.88
05.01.2009 15:50:00,992.46,-5.59,268.15,-7.11,88.9,4.02,3.58,0.45,2.24,3.6,1290.35
05.01.2009 16:00:00,992.67,-5.74,267.99,-7.36,88.2,3.98,3.51,0.47,2.2,3.53,1291.37
05.01.2009 16:10:00,992.87,-5.77,267.93,-7.34,88.6,3.97,3.51,0.45,2.2,3.54,1291.82
05.01.2009 16:20:00,992.91,-5.94,267.77,-7.52,88.5,3.92,3.47,0.45,2.17,3.49,1292.67
05.01.2009 16:30:00,993.02,-6.05,267.65,-7.63,88.5,3.88,3.44,0.45,2.16,3.46,1293.38
05.01.2009 16:40:00,993.19,-6.1,267.58,-7.66,88.6,3.87,3.43,0.44,2.15,3.45,1293.86
05.01.2009 16:50:00,993.3,-6.21,267.46,-7.76,88.7,3.83,3.4,0.43,2.13,3.42,1294.56
05.01.2009 17:00:00,993.4,-6.38,267.29,-7.95,88.5,3.79,3.35,0.44,2.1,3.37,1295.53
05.01.2009 17:10:00,993.6,-6.55,267.1,-8.18,88.1,3.74,3.29,0.44,2.06,3.31,1296.67
05.01.2009 17:20:00,993.78,-6.63,267.01,-8.34,87.5,3.71,3.25,0.46,2.04,3.27,1297.28
05.01.2009 17:30:00,993.93,-6.7,266.92,-8.55,86.6,3.69,3.2,0.49,2,3.22,1297.86
05.01.2009 17:40:00,994.08,-6.76,266.85,-8.56,86.9,3.68,3.19,0.48,2,3.21,1298.35
05.01.2009 17:50:00,994.17,-6.74,266.87,-8.39,87.9,3.68,3.24,0.45,2.03,3.26,1298.32
05.01.2009 18:00:00,994.25,-6.85,266.75,-8.55,87.6,3.65,3.2,0.45,2,3.22,1299
05.01.2009 18:10:00,994.27,-7.08,266.52,-9.08,85.5,3.59,3.07,0.52,1.92,3.08,1300.21
05.01.2009 18:20:00,994.29,-7.45,266.15,-10.08,81.3,3.48,2.83,0.65,1.77,2.85,1302.17
05.01.2009 18:30:00,994.42,-7.62,265.97,-10.51,79.6,3.44,2.74,0.7,1.71,2.75,1303.22
05.01.2009 18:40:00,994.49,-7.73,265.85,-10.74,78.8,3.41,2.69,0.72,1.68,2.7,1303.87
05.01.2009 18:50:00,994.54,-7.8,265.78,-11.13,76.8,3.39,2.6,0.79,1.63,2.62,1304.33
05.01.2009 19:00:00,994.69,-7.9,265.66,-11.46,75.4,3.36,2.54,0.83,1.59,2.55,1305.05
05.01.2009 19:10:00,994.93,-8.01,265.54,-11.63,75,3.34,2.5,0.83,1.57,2.51,1305.92
05.01.2009 19:20:00,995.06,-8.13,265.41,-11.73,75.1,3.3,2.48,0.82,1.55,2.49,1306.69
05.01.2009 19:30:00,995.19,-8.31,265.22,-11.99,74.6,3.26,2.43,0.83,1.52,2.44,1307.78
05.01.2009 19:40:00,995.38,-8.55,264.96,-12.19,74.8,3.2,2.39,0.81,1.5,2.4,1309.24
05.01.2009 19:50:00,995.52,-8.87,264.63,-12.51,74.7,3.12,2.33,0.79,1.46,2.34,1311.03
05.01.2009 20:00:00,995.62,-9.13,264.36,-12.71,75,3.05,2.29,0.76,1.43,2.3,1312.47
05.01.2009 20:10:00,995.84,-9.35,264.12,-12.89,75.2,3,2.26,0.74,1.41,2.27,1313.88
05.01.2009 20:20:00,995.93,-9.55,263.92,-13.06,75.4,2.95,2.23,0.73,1.39,2.24,1315.01
05.01.2009 20:30:00,995.93,-9.73,263.74,-13.18,75.7,2.91,2.2,0.71,1.38,2.21,1315.92
05.01.2009 20:40:00,996.1,-9.9,263.55,-13.3,76,2.87,2.18,0.69,1.36,2.19,1317
05.01.2009 20:50:00,996.23,-10.07,263.37,-13.4,76.4,2.84,2.17,0.67,1.35,2.17,1318.03
05.01.2009 21:00:00,996.43,-10.18,263.25,-13.51,76.4,2.81,2.15,0.66,1.34,2.15,1318.87
05.01.2009 21:10:00,996.58,-10.32,263.1,-13.63,76.5,2.78,2.13,0.65,1.33,2.13,1319.77
05.01.2009 21:20:00,996.71,-10.41,263,-13.67,76.8,2.76,2.12,0.64,1.32,2.13,1320.4
05.01.2009 21:30:00,996.78,-10.44,262.96,-13.74,76.5,2.75,2.11,0.65,1.32,2.11,1320.66
05.01.2009 21:40:00,996.87,-10.46,262.94,-13.78,76.4,2.75,2.1,0.65,1.31,2.11,1320.87
05.01.2009 21:50:00,996.95,-10.5,262.89,-13.88,76,2.74,2.08,0.66,1.3,2.09,1321.19
05.01.2009 22:00:00,996.99,-10.6,262.79,-13.95,76.2,2.72,2.07,0.65,1.29,2.08,1321.75
05.01.2009 22:10:00,997.04,-10.74,262.64,-14.02,76.6,2.69,2.06,0.63,1.29,2.06,1322.53
05.01.2009 22:20:00,997.11,-10.88,262.5,-14.08,77.1,2.66,2.05,0.61,1.28,2.05,1323.34
05.01.2009 22:30:00,997.13,-11.09,262.29,-14.2,77.6,2.61,2.03,0.59,1.27,2.03,1324.43
05.01.2009 22:40:00,997.11,-11.32,262.06,-14.33,78.2,2.56,2.01,0.56,1.25,2.01,1325.59
05.01.2009 22:50:00,997.22,-11.5,261.87,-14.43,78.7,2.53,1.99,0.54,1.24,2,1326.65
05.01.2009 23:00:00,997.29,-11.72,261.64,-14.57,79.2,2.48,1.97,0.52,1.23,1.97,1327.86
05.01.2009 23:10:00,997.42,-11.96,261.39,-14.73,79.7,2.44,1.94,0.49,1.21,1.95,1329.27
05.01.2009 23:20:00,997.51,-12.16,261.19,-14.83,80.3,2.4,1.92,0.47,1.2,1.93,1330.42
05.01.2009 23:30:00,997.54,-12.3,261.04,-14.89,80.8,2.37,1.91,0.45,1.19,1.92,1331.17
05.01.2009 23:40:00,997.5,-12.43,260.92,-14.96,81.2,2.34,1.9,0.44,1.19,1.91,1331.79
05.01.2009 23:50:00,997.51,-12.54,260.81,-15.01,81.6,2.32,1.9,0.43,1.18,1.9,1332.38
06.01.2009 00:00:00,997.6,-12.63,260.71,-15.07,81.8,2.31,1.89,0.42,1.18,1.89,1332.96
06.01.2009 00:10:00,997.62,-12.78,260.56,-15.17,82.1,2.28,1.87,0.41,1.17,1.88,1333.76
06.01.2009 00:20:00,997.61,-12.93,260.41,-15.24,82.6,2.25,1.86,0.39,1.16,1.86,1334.52
06.01.2009 00:30:00,997.62,-13.06,260.28,-15.33,82.9,2.23,1.85,0.38,1.15,1.85,1335.21
06.01.2009 00:40:00,997.6,-13.14,260.2,-15.35,83.3,2.21,1.84,0.37,1.15,1.85,1335.6
06.01.2009 00:50:00,997.62,-13.24,260.1,-15.43,83.4,2.19,1.83,0.36,1.14,1.83,1336.14
06.01.2009 01:00:00,997.71,-13.34,259.99,-15.46,83.9,2.18,1.83,0.35,1.14,1.83,1336.78
06.01.2009 01:10:00,997.72,-13.39,259.94,-15.49,84,2.17,1.82,0.35,1.14,1.83,1337.06
06.01.2009 01:20:00,997.72,-13.43,259.9,-15.51,84.2,2.16,1.82,0.34,1.13,1.82,1337.27
06.01.2009 01:30:00,997.72,-13.49,259.84,-15.54,84.4,2.15,1.81,0.34,1.13,1.82,1337.57
06.01.2009 01:40:00,997.76,-13.59,259.74,-15.62,84.5,2.13,1.8,0.33,1.12,1.81,1338.15
06.01.2009 01:50:00,997.85,-13.62,259.7,-15.61,84.8,2.13,1.8,0.32,1.13,1.81,1338.42
06.01.2009 02:00:00,997.96,-13.64,259.67,-15.63,84.8,2.12,1.8,0.32,1.12,1.8,1338.68
06.01.2009 02:10:00,998.09,-13.66,259.64,-15.63,84.9,2.12,1.8,0.32,1.12,1.8,1338.96
06.01.2009 02:20:00,998.1,-13.75,259.55,-15.72,84.9,2.1,1.79,0.32,1.11,1.79,1339.44
06.01.2009 02:30:00,998.09,-13.8,259.5,-15.74,85.1,2.1,1.78,0.31,1.11,1.79,1339.69
06.01.2009 02:40:00,998.09,-13.85,259.45,-15.82,84.9,2.09,1.77,0.32,1.11,1.78,1339.95
06.01.2009 02:50:00,998.16,-13.87,259.43,-15.8,85.2,2.08,1.78,0.31,1.11,1.78,1340.14
06.01.2009 03:00:00,998.22,-13.89,259.4,-15.8,85.3,2.08,1.77,0.31,1.11,1.78,1340.33
06.01.2009 03:10:00,998.26,-13.98,259.31,-15.89,85.3,2.06,1.76,0.3,1.1,1.76,1340.85
06.01.2009 03:20:00,998.25,-14.08,259.21,-15.96,85.5,2.05,1.75,0.3,1.09,1.75,1341.36
06.01.2009 03:30:00,998.35,-14.18,259.1,-16.03,85.7,2.03,1.74,0.29,1.09,1.74,1342.02
06.01.2009 03:40:00,998.34,-14.3,258.98,-16.08,86.2,2.01,1.73,0.28,1.08,1.74,1342.63
06.01.2009 03:50:00,998.34,-14.26,259.02,-15.99,86.6,2.02,1.75,0.27,1.09,1.75,1342.42
06.01.2009 04:00:00,998.24,-14.29,259,-16.03,86.5,2.01,1.74,0.27,1.09,1.74,1342.44
06.01.2009 04:10:00,998.25,-14.39,258.9,-16.11,86.6,2,1.73,0.27,1.08,1.73,1342.99
06.01.2009 04:20:00,998.34,-14.47,258.81,-16.17,86.8,1.98,1.72,0.26,1.07,1.72,1343.52
06.01.2009 04:30:00,998.17,-14.6,258.7,-16.28,86.9,1.96,1.7,0.26,1.06,1.71,1343.98
06.01.2009 04:40:00,998.1,-14.73,258.57,-16.41,86.9,1.94,1.69,0.25,1.05,1.69,1344.57
06.01.2009 04:50:00,998.19,-14.9,258.39,-16.53,87.2,1.91,1.67,0.24,1.04,1.67,1345.58
06.01.2009 05:00:00,998.14,-15.13,258.17,-16.75,87.3,1.88,1.64,0.24,1.02,1.64,1346.73
06.01.2009 05:10:00,998.22,-15.2,258.09,-16.69,88.2,1.87,1.65,0.22,1.03,1.65,1347.19
06.01.2009 05:20:00,998.24,-15.16,258.13,-16.62,88.5,1.87,1.66,0.22,1.03,1.66,1347.01
06.01.2009 05:30:00,998.25,-15.25,258.04,-16.66,88.8,1.86,1.65,0.21,1.03,1.65,1347.5
06.01.2009 05:40:00,998.22,-15.31,257.98,-16.7,89,1.85,1.65,0.2,1.03,1.65,1347.78
06.01.2009 05:50:00,998.21,-15.29,258,-16.65,89.2,1.85,1.65,0.2,1.03,1.66,1347.66
06.01.2009 06:00:00,998.22,-15.37,257.92,-16.73,89.2,1.84,1.64,0.2,1.02,1.64,1348.09
06.01.2009 06:10:00,998.22,-15.49,257.8,-16.87,89,1.82,1.62,0.2,1.01,1.62,1348.74
06.01.2009 06:20:00,998.26,-15.73,257.56,-17.18,88.5,1.79,1.58,0.21,0.99,1.58,1350.06
06.01.2009 06:30:00,998.33,-16.31,256.97,-17.83,87.9,1.7,1.49,0.21,0.93,1.5,1353.26
06.01.2009 06:40:00,998.37,-16.69,256.59,-18.23,87.7,1.65,1.44,0.2,0.9,1.45,1355.33
06.01.2009 06:50:00,998.37,-16.71,256.57,-18.18,88.2,1.64,1.45,0.19,0.9,1.45,1355.44
06.01.2009 07:00:00,998.34,-16.86,256.42,-18.39,87.8,1.62,1.43,0.2,0.89,1.43,1356.2
06.01.2009 07:10:00,998.34,-16.92,256.36,-18.47,87.6,1.61,1.41,0.2,0.88,1.42,1356.53
06.01.2009 07:20:00,998.34,-16.9,256.38,-18.44,87.7,1.62,1.42,0.2,0.88,1.42,1356.42
06.01.2009 07:30:00,998.34,-16.89,256.39,-18.45,87.5,1.62,1.42,0.2,0.88,1.42,1356.37
06.01.2009 07:40:00,998.38,-16.97,256.31,-18.57,87.2,1.61,1.4,0.21,0.87,1.4,1356.85
06.01.2009 07:50:00,998.43,-17.02,256.26,-18.61,87.3,1.6,1.4,0.2,0.87,1.4,1357.19
06.01.2009 08:00:00,998.34,-16.92,256.36,-18.4,88.1,1.61,1.42,0.19,0.89,1.43,1356.53
06.01.2009 08:10:00,998.35,-16.26,257.02,-17.6,89.3,1.71,1.52,0.18,0.95,1.53,1353
06.01.2009 08:20:00,998.37,-16.09,257.19,-17.52,88.6,1.73,1.53,0.2,0.96,1.54,1352.13
06.01.2009 08:30:00,998.46,-16.02,257.25,-17.49,88.3,1.74,1.54,0.2,0.96,1.54,1351.88
06.01.2009 08:40:00,998.46,-15.98,257.29,-17.49,88,1.75,1.54,0.21,0.96,1.54,1351.67
06.01.2009 08:50:00,998.47,-15.9,257.37,-17.44,87.8,1.76,1.55,0.21,0.96,1.55,1351.25
06.01.2009 09:00:00,998.35,-15.71,257.57,-17.25,87.8,1.79,1.57,0.22,0.98,1.57,1350.08
06.01.2009 09:10:00,998.44,-15.69,257.59,-17.37,86.8,1.79,1.55,0.24,0.97,1.56,1350.11
06.01.2009 09:20:00,998.46,-15.53,257.74,-17.2,86.9,1.82,1.58,0.24,0.98,1.58,1349.29
06.01.2009 09:30:00,998.37,-15.07,258.21,-16.81,86.4,1.89,1.63,0.26,1.02,1.63,1346.73
06.01.2009 09:40:00,998.34,-15.25,258.03,-17.06,85.9,1.86,1.6,0.26,1,1.6,1347.65
06.01.2009 09:50:00,998.42,-15.43,257.85,-17.07,87.1,1.83,1.59,0.24,0.99,1.6,1348.7
06.01.2009 10:00:00,998.46,-15.23,258.04,-16.85,87.3,1.86,1.63,0.24,1.01,1.63,1347.7
06.01.2009 10:10:00,998.49,-15.11,258.16,-16.78,86.9,1.88,1.63,0.25,1.02,1.64,1347.1
06.01.2009 10:20:00,998.46,-15.12,258.15,-16.85,86.5,1.88,1.63,0.25,1.01,1.63,1347.12
06.01.2009 10:30:00,998.46,-15.06,258.21,-16.87,85.9,1.89,1.62,0.27,1.01,1.62,1346.81
06.01.2009 10:40:00,998.49,-15.04,258.23,-16.96,85.1,1.89,1.61,0.28,1,1.61,1346.75
06.01.2009 10:50:00,998.44,-15.14,258.14,-17.11,84.7,1.88,1.59,0.29,0.99,1.59,1347.22
06.01.2009 11:00:00,998.29,-15.05,258.24,-17.04,84.6,1.89,1.6,0.29,1,1.6,1346.54
06.01.2009 11:10:00,998.17,-14.71,258.59,-16.83,83.7,1.94,1.63,0.32,1.01,1.63,1344.59
06.01.2009 11:20:00,998.21,-14.75,258.54,-16.98,82.9,1.94,1.61,0.33,1,1.61,1344.86
06.01.2009 11:30:00,998.11,-14.72,258.58,-17.03,82.4,1.94,1.6,0.34,1,1.6,1344.57
06.01.2009 11:40:00,998.03,-14.62,258.69,-16.91,82.5,1.96,1.62,0.34,1.01,1.62,1343.94
06.01.2009 11:50:00,997.92,-14.46,258.85,-16.87,81.7,1.98,1.62,0.36,1.01,1.62,1342.96
06.01.2009 12:00:00,997.79,-14.52,258.8,-17.02,81.1,1.97,1.6,0.37,1,1.61,1343.1
06.01.2009 12:10:00,997.73,-14.46,258.87,-16.97,81,1.98,1.61,0.38,1,1.61,1342.7
06.01.2009 12:20:00,997.6,-14.08,259.26,-16.72,80.2,2.05,1.64,0.41,1.02,1.65,1340.54
06.01.2009 12:30:00,997.46,-13.56,259.79,-16.47,78.5,2.14,1.68,0.46,1.05,1.68,1337.65
06.01.2009 12:40:00,997.24,-13.18,260.19,-16.36,76.8,2.21,1.69,0.51,1.06,1.7,1335.39
06.01.2009 12:50:00,997.14,-12.42,260.95,-15.84,75.4,2.35,1.77,0.58,1.1,1.77,1331.33
06.01.2009 13:00:00,997.02,-10.97,262.41,-15.17,70.9,2.64,1.87,0.77,1.17,1.88,1323.75
06.01.2009 13:10:00,996.89,-10.88,262.51,-15.71,67.31,2.66,1.79,0.87,1.12,1.79,1323.17
06.01.2009 13:20:00,996.8,-11.45,261.95,-16.02,68.63,2.54,1.74,0.8,1.09,1.75,1325.96
06.01.2009 13:30:00,996.63,-11.09,262.32,-15.74,68.25,2.61,1.78,0.83,1.11,1.79,1323.9
